MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,AST,BLK,TOV,SRS,ORtg,DRtg,Pace,3PAr,eFG%,TOV%,ORB%,FT/FG,OppeFG%,OppTOV%,DRB%,OppFT/FG,TS%,AST%,RelPace,RelORtg,Rel3P%,Rel2P%,RelFT%,RelORB%,RelDRB%,RelAST%,RelTS%,ReleFG%,RelFT/FG,Rel3PAr,RelTOV%
242.4,42.37,87.04,0.487,13.06,31.5,0.416,29.31,55.53,0.528,16.65,21.73,0.763,28.81,6.08,15.15,10.38,114.5,103.8,99.3,0.362,0.563,13.5,23.5,0.191,0.479,12.6,76.0,0.208,0.5923,0.6799,3.65,7.61,17.51,7.55,0.79,-1.27,-0.27,16.46,9.46,12.15,-8.62,27.06,-2.5
