MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TRB,AST,BLK,TOV,SRS,ORtg,DRtg,Pace,3PAr,eFG%,TOV%,ORB%,FT/FG,OppeFG%,OppTOV%,DRB%,OppFT/FG,TS%,AST%,RelPace,RelORtg,Rel3P%,Rel2P%,RelFT%,RelORB%,RelDRB%,RelAST%,RelTS%,ReleFG%,RelFT/FG,Rel3PAr,RelTOV%,RelDRtg,RelOpeFG,RelOpFTR,RelOpTOV
240.9,40.57,89.81,0.452,10.63,29.01,0.366,29.93,60.7,0.493,17.24,21.57,0.8,46.97,20.13,5.36,13.93,2.6,109.1,106.4,96.5,0.324,0.511,12.3,23.3,0.192,0.503,11.7,79.1,0.193,0.5487,0.4961,-0.83,0.46,1.1,-3.26,4.3,4.48,1.8,-15.33,-1.26,-1.92,-0.52,-3.81,5.46,2.03,3.46,-0.0,-10.07
