MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TRB,AST,BLK,TOV,SRS,ORtg,DRtg,Pace,3PAr,eFG%,TOV%,ORB%,FT/FG,OppeFG%,OppTOV%,DRB%,OppFT/FG,TS%,AST%,RelPace,RelORtg,Rel3P%,Rel2P%,RelFT%,RelORB%,RelDRB%,RelAST%,RelTS%,ReleFG%,RelFT/FG,Rel3PAr,RelTOV%,RelDRtg,RelOpeFG,RelOpFTR,RelOpTOV
241.8,40.96,85.63,0.478,9.07,25.48,0.355,31.98,60.15,0.531,18.88,24.14,0.783,41.06,23.93,5.57,14.23,-0.45,109.8,110.1,96.2,0.297,0.531,12.9,20.4,0.22,0.528,14.2,75.9,0.22,0.5716,0.5842,-1.14,1.1,-1.94,4.19,2.08,-8.53,-2.32,-0.3,2.86,1.91,13.98,-11.82,0.85,-1.38,-1.34,-13.98,9.14
