MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TRB,AST,BLK,TOV,SRS,ORtg,DRtg,Pace,3PAr,eFG%,TOV%,ORB%,FT/FG,OppeFG%,OppTOV%,DRB%,OppFT/FG,TS%,AST%,RelPace,RelORtg,Rel3P%,Rel2P%,RelFT%,RelORB%,RelDRB%,RelAST%,RelTS%,ReleFG%,RelFT/FG,Rel3PAr,RelTOV%,RelDRtg,RelOpeFG,RelOpFTR,RelOpTOV
241.5,38.89,85.71,0.454,7.92,22.62,0.349,31.07,63.08,0.492,19.29,26.69,0.723,43.38,20.02,4.9,15.95,-5.76,105.0,111.4,95.3,0.264,0.5,14.0,23.8,0.225,0.521,12.2,73.4,0.196,0.5396,0.5147,3.13,-2.33,-3.6,1.61,-4.24,-10.87,0.13,-11.95,-0.13,0.6,-2.6,18.86,-5.82,-3.62,-4.82,15.16,-7.79
