MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,AST,BLK,TOV,SRS,ORtg,DRtg,Pace,3PAr,eFG%,TOV%,ORB%,FT/FG,OppeFG%,OppTOV%,DRB%,OppFT/FG,TS%,AST%,RelPace,RelORtg,Rel3P%,Rel2P%,RelFT%,RelORB%,RelDRB%,RelAST%,RelTS%,ReleFG%,RelFT/FG,Rel3PAr,RelTOV%,RelDRtg,RelOpeFG,RelOpFTR,RelOpTOV
241.2,37.92,87.16,0.435,4.64,13.35,0.344,33.28,73.8,0.452,21.5,28.63,0.753,23.54,7.92,17.09,5.04,102.0,95.4,87.9,0.153,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202,0.5111,0.6207,-2.45,-0.88,-0.87,-1.57,0.13,5.24,0.56,1.98,-1.01,-2.13,8.33,-18.06,-3.37,7.29,6.37,11.41,9.0
