MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TRB,AST,BLK,TOV,SRS,ORtg,DRtg,Pace,3PAr,eFG%,TOV%,ORB%,FT/FG,OppeFG%,OppTOV%,DRB%,OppFT/FG,TS%,AST%,RelPace,RelORtg,Rel3P%,Rel2P%,RelFT%,RelORB%,RelDRB%,RelAST%,RelTS%,ReleFG%,RelFT/FG,Rel3PAr,RelTOV%,RelDRtg,RelOpeFG,RelOpFTR,RelOpTOV
242.4,38.93,86.17,0.452,7.01,18.98,0.367,31.92,67.19,0.476,19.84,27.82,0.714,43.78,22.97,5.28,15.85,-4.49,104.6,109.4,91.8,0.22,0.492,13.9,25.6,0.23,0.505,13.4,71.0,0.235,0.532,0.59,-0.65,-2.7,1.38,-1.7,-5.44,-4.12,-3.14,0.94,-1.54,-1.01,-0.44,-0.95,-5.06,-1.76,-1.6,-1.73,1.28
