MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,TRB,AST,BLK,TOV,SRS,ORtg,DRtg,Pace,3PAr,eFG%,TOV%,ORB%,FT/FG,OppeFG%,OppTOV%,DRB%,OppFT/FG,TS%,AST%,RelPace,RelORtg,Rel3P%,Rel2P%,RelFT%,RelORB%,RelDRB%,RelAST%,RelTS%,ReleFG%,RelFT/FG,Rel3PAr,RelTOV%,RelDRtg,RelOpeFG,RelOpFTR,RelOpTOV
240.6,42.86,85.22,0.503,11.31,28.94,0.391,31.54,56.28,0.56,16.62,20.33,0.815,43.56,29.34,7.51,15.52,5.79,113.6,107.6,99.6,0.339,0.569,14.1,21.0,0.195,0.504,12.6,76.3,0.186,0.6033,0.6845,2.36,4.6,8.01,9.89,6.25,-5.83,-1.81,16.82,8.56,9.21,1.03,0.65,-8.37,0.93,3.27,3.63,-3.16
