Name,Age,G,MP,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48,BPM,%MP,OoTmEFG%,OoORB%,OoDRB%,OoTmTOV%,OoORtg,OoOpEFG%,OoOpTOV%,OoDRtg,OoAdj,MinAdj,RBAdj,AdjWS/48,AdjWS
Lou Williams,31.0,79.0,2589.0,0.574,0.387,0.367,1.7,6.6,26.3,1.6,0.6,13.1,29.8,6.7,0.125,1.0,66.0,0.027,1.5,-3.9,-0.3,8.3,0.011,-0.9,6.0,0.0082,0.0255,0.0058,0.1645,8.873
DeAndre Jordan,29.0,77.0,2424.0,0.648,0.0,0.54,15.1,37.6,7.1,0.8,2.4,16.1,15.2,9.4,0.186,2.1,62.0,-0.026,1.3,4.3,0.6,-3.2,0.02,-2.8,3.8,-0.0803,0.022,-0.0413,0.0864,4.363
Austin Rivers,25.0,61.0,2057.0,0.526,0.447,0.198,1.5,6.2,17.5,1.7,0.6,11.1,20.6,2.4,0.056,-0.9,52.0,0.003,1.3,1.1,-0.4,2.4,0.04,-0.8,6.3,-0.0561,0.025,0.0152,0.0401,1.718
Wesley Johnson,30.0,74.0,1486.0,0.512,0.481,0.158,2.2,13.6,5.6,2.5,3.5,12.3,13.0,1.7,0.055,0.3,38.0,0.0,-2.6,-0.4,1.6,-3.8,0.007,2.5,-2.2,0.0102,-0.0118,-0.0057,0.0477,1.477
Montrezl Harrell,24.0,76.0,1293.0,0.647,0.013,0.405,8.9,17.0,10.1,1.4,3.4,9.5,23.8,5.5,0.205,2.4,33.0,0.019,0.6,-2.8,-0.7,3.2,-0.014,-0.1,-0.3,0.0521,-0.023,-0.016,0.2181,5.875
Sindarius Thornwell,23.0,73.0,1156.0,0.519,0.262,0.378,3.2,10.0,7.8,2.0,1.8,16.3,12.1,1.0,0.041,-1.6,29.0,-0.027,-0.4,1.5,0.1,-5.6,-0.019,0.3,-3.2,0.0081,-0.0283,0.0073,0.0281,0.677
Blake Griffin,28.0,33.0,1139.0,0.553,0.324,0.379,4.5,20.5,25.6,1.3,0.7,12.8,29.3,3.0,0.126,3.1,29.0,0.008,0.6,-1.6,1.7,0.9,0.006,1.3,-0.7,0.0275,0.0198,3.0E-4,0.1736,4.119
Milos Teodosic,30.0,45.0,1134.0,0.564,0.644,0.128,1.6,10.5,26.2,1.0,0.4,20.3,18.2,1.4,0.058,-1.4,29.0,0.018,-4.4,0.1,-1.3,1.5,-0.01,-1.7,-0.1,0.0273,-7.0E-4,0.0046,0.0892,2.107
Tobias Harris,25.0,32.0,1105.0,0.565,0.33,0.156,2.2,16.8,14.3,1.6,1.5,9.0,23.5,2.6,0.112,1.5,28.0,-0.005,-1.2,2.7,-1.7,-0.1,0.023,-2.1,4.6,-0.0261,0.0195,0.0081,0.1135,2.613
Sam Dekker,23.0,73.0,883.0,0.534,0.232,0.216,5.6,16.0,6.2,1.3,0.9,10.4,15.5,1.2,0.066,-3.1,22.0,0.007,0.9,-1.6,0.0,0.4,-0.027,1.2,-5.0,0.0758,-0.0465,-0.001,0.0943,1.735
Tyrone Wallace,23.0,30.0,851.0,0.517,0.162,0.316,2.7,10.7,11.8,1.5,1.3,14.1,16.6,0.7,0.042,-2.0,22.0,-0.003,-1.0,-1.6,0.6,-1.8,-0.018,-0.4,-1.6,0.0184,0.0036,0.0105,0.0745,1.321
Jawun Evans,21.0,48.0,778.0,0.421,0.213,0.194,1.3,10.4,17.8,2.3,0.6,13.8,17.7,-0.2,-0.011,-4.7,20.0,0.0,-1.9,-2.2,0.5,-1.7,-0.016,2.7,-3.1,0.0325,-0.031,0.0084,-0.0011,-0.018
C.J. Williams,27.0,38.0,707.0,0.512,0.396,0.081,1.9,6.7,8.5,2.1,1.5,8.9,13.7,0.7,0.051,-1.4,18.0,-0.006,0.3,-0.4,0.5,-2.5,-0.003,0.0,-0.9,0.01,-0.024,0.0158,0.0528,0.778
