Name,Age,G,MP,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48,BPM,%MP,OoTmEFG%,OoORB%,OoDRB%,OoTmTOV%,OoORtg,OoOpEFG%,OoOpTOV%,OoDRtg,OoAdj,MinAdj,RBAdj,AdjWS/48,AdjWS
Andrew Wiggins,22.0,82.0,2979.0,0.505,0.26,0.242,3.1,10.8,8.2,1.5,1.5,8.8,23.4,2.1,0.034,-2.5,76.0,-0.009,3.7,0.7,-1.2,0.8,-0.022,-0.5,-3.1,0.0073,0.0229,0.014,0.0782,4.853
Karl-Anthony Towns,22.0,82.0,2918.0,0.646,0.243,0.343,9.3,30.9,10.8,1.1,3.5,10.5,22.9,14.0,0.23,5.5,73.0,0.048,4.1,1.1,0.2,12.0,-0.02,-0.8,-1.5,0.061,0.0212,-0.0167,0.2955,17.964
Taj Gibson,32.0,82.0,2726.0,0.61,0.047,0.251,8.1,16.7,5.2,1.1,1.9,9.8,14.7,7.2,0.126,1.1,69.0,0.007,2.1,0.0,-1.2,3.5,-0.027,0.3,-4.3,0.0408,0.0157,-0.0055,0.177,10.052
Jeff Teague,29.0,70.0,2311.0,0.553,0.287,0.301,1.2,9.3,30.6,2.2,0.8,16.4,20.6,4.9,0.101,0.2,58.0,0.008,-0.3,-0.1,-0.1,1.8,-0.002,-0.1,1.1,-0.0212,0.0134,0.0079,0.1011,4.868
Jimmy Butler,28.0,59.0,2164.0,0.59,0.217,0.461,4.2,12.7,20.6,2.7,1.0,8.9,24.9,8.9,0.198,5.0,55.0,0.019,2.7,0.2,0.0,6.0,-0.028,1.9,-7.2,0.0822,0.0201,0.0064,0.3067,13.827
Jamal Crawford,37.0,80.0,1653.0,0.519,0.423,0.152,1.4,5.5,16.9,1.2,0.5,10.7,23.7,1.3,0.037,-3.9,42.0,-0.011,-4.3,-2.8,0.9,-4.9,0.03,-1.4,8.2,-0.1446,-0.0203,-9.0E-4,-0.1288,-4.436
Tyus Jones,21.0,82.0,1467.0,0.572,0.393,0.247,1.2,9.2,21.2,3.2,0.4,14.0,12.7,3.6,0.117,0.5,37.0,0.003,0.4,0.5,-0.7,1.5,-0.012,0.7,-4.4,0.0337,-0.0301,0.0099,0.1305,3.988
Nemanja Bjelica,29.0,67.0,1371.0,0.581,0.493,0.121,4.4,18.8,8.7,1.8,1.0,11.7,14.3,2.8,0.097,0.5,34.0,-0.008,-3.2,2.9,0.2,-4.4,-0.005,-1.7,-1.4,-0.036,-0.0228,-0.006,0.0322,0.92
Gorgui Dieng,28.0,79.0,1333.0,0.543,0.157,0.263,9.1,22.2,7.5,1.7,2.6,12.0,16.3,2.9,0.105,-0.4,34.0,-0.035,-2.7,-0.6,0.3,-9.2,0.031,0.4,4.1,-0.1222,-0.0345,-0.0246,-0.0763,-2.119
Shabazz Muhammad,25.0,32.0,301.0,0.446,0.157,0.256,5.7,11.6,3.4,0.8,0.6,3.6,20.5,0.0,0.008,-8.4,8.0,-0.028,-2.8,-0.4,3.1,-10.3,0.088,-0.5,14.2,-0.0651,-0.0831,0.0169,-0.1233,-0.773
Marcus Georges-Hunt,23.0,42.0,224.0,0.515,0.313,0.438,3.6,4.7,4.1,1.3,0.0,5.0,11.9,0.2,0.049,-4.4,6.0,-0.024,0.0,-4.7,-1.2,-2.4,0.031,2.6,3.5,-0.0313,-0.1243,0.0193,-0.0873,-0.407
Aaron Brooks,33.0,32.0,189.0,0.508,0.449,0.159,4.2,6.2,15.1,1.6,0.0,13.0,19.9,0.1,0.033,-4.3,5.0,-0.025,-0.9,2.1,2.1,-9.7,0.055,-0.8,11.1,-0.0453,-0.1244,0.0213,-0.1154,-0.454
Derrick Rose,29.0,9.0,112.0,0.463,0.111,0.093,3.1,3.1,15.2,1.8,0.0,11.1,25.0,-0.1,-0.029,-8.1,3.0,0.002,-1.3,-6.7,1.5,-0.3,-0.001,0.2,2.9,-0.0235,-0.0758,0.0219,-0.1064,-0.248
Cole Aldrich,29.0,21.0,49.0,0.34,0.0,0.4,7.0,28.6,8.2,2.0,1.8,5.4,16.8,0.0,-0.013,-6.9,1.0,-0.018,7.0,2.6,0.1,-1.7,0.048,5.5,2.8,-0.023,-0.1423,0.0222,-0.1561,-0.159
Justin Patton,20.0,1.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,22.1,0.0,0.151,3.3,0.0,0.191,-24.5,-1.3,-1.9,19.5,-0.04,14.3,-21.3,-0.0222,-0.1424,0.0229,0.0093,0.001
Anthony Brown,25.0,1.0,4.0,1.5,1.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,11.1,0.0,0.571,2.1,0.0,0.191,-24.5,-1.3,-1.9,19.5,-0.04,14.3,-21.3,-0.0222,-0.1424,0.0229,0.4293,0.036
