Name,Age,G,MP,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48,BPM,%MP,OoTmEFG%,OoORB%,OoDRB%,OoTmTOV%,OoORtg,OoOpEFG%,OoOpTOV%,OoDRtg,OoAdj,MinAdj,RBAdj,AdjWS/48,AdjWS
Tayshaun Prince,27.0,82.0,2694.0,0.516,0.155,0.256,4.8,12.9,16.5,0.9,1.0,8.0,19.9,7.5,0.133,1.6,68.0,0.006,-3.6,0.9,-3.7,3.7,0.016,-0.7,-0.3,0.0382,0.0241,-4.0E-4,0.1949,10.939
Chauncey Billups,31.0,78.0,2522.0,0.619,0.39,0.498,2.0,8.1,34.7,2.2,0.5,13.0,23.0,13.5,0.257,6.1,64.0,0.025,-3.2,1.3,-3.9,7.5,0.033,-0.3,1.3,0.053,0.0223,0.0105,0.3428,18.011
Richard Hamilton,29.0,72.0,2424.0,0.552,0.137,0.215,3.7,7.9,22.3,1.7,0.3,10.5,24.5,7.7,0.152,2.5,61.0,0.026,-3.1,-2.3,-1.4,3.1,0.019,-0.5,4.0,-0.0285,0.0247,0.0023,0.1505,7.6
Rasheed Wallace,33.0,77.0,2346.0,0.523,0.362,0.172,4.3,21.8,9.7,2.1,4.3,8.4,20.5,7.6,0.155,4.0,59.0,0.029,-8.2,1.5,-2.8,3.1,0.017,0.5,-1.6,0.0548,0.0175,-0.022,0.2053,10.034
Antonio McDyess,33.0,78.0,2285.0,0.511,0.003,0.26,10.6,24.3,6.2,1.5,1.8,10.1,15.3,6.7,0.141,1.1,58.0,0.004,-1.2,1.2,-1.7,1.4,0.043,-0.4,4.7,-0.0585,0.0146,-0.0224,0.0747,3.556
Jason Maxiell,24.0,82.0,1768.0,0.576,0.002,0.605,11.9,17.4,4.2,0.7,4.2,11.2,17.0,6.3,0.171,1.0,45.0,-0.02,6.6,-2.4,1.7,0.3,-0.002,-0.8,3.8,-0.0583,-0.0076,-0.0078,0.0973,3.584
Jarvis Hayes,26.0,82.0,1287.0,0.52,0.385,0.119,3.2,13.3,8.1,2.0,0.4,8.1,21.1,2.9,0.108,-0.8,33.0,0.0,0.1,-0.3,2.2,-3.6,-0.003,0.8,1.5,-0.0564,-0.0297,0.0052,0.0271,0.727
Rodney Stuckey,21.0,57.0,1081.0,0.484,0.042,0.408,3.5,10.8,23.9,2.5,0.4,14.8,23.1,2.0,0.09,-1.1,27.0,-0.033,3.8,0.8,3.6,-6.9,-0.012,1.1,-0.4,-0.0453,-0.0204,0.0195,0.0438,0.986
Arron Afflalo,22.0,75.0,970.0,0.494,0.199,0.361,4.4,12.5,8.1,1.8,0.7,10.9,15.2,1.9,0.092,-1.6,25.0,-0.033,2.2,2.5,1.4,-4.5,-0.034,-0.9,-4.7,0.019,-0.0437,0.0161,0.0834,1.685
Amir Johnson,20.0,62.0,764.0,0.584,0.0,0.333,13.5,23.2,5.9,1.7,8.5,17.1,14.1,3.0,0.19,4.3,19.0,-0.001,4.0,0.4,2.1,-0.9,-0.059,1.5,-7.3,0.0572,-0.0488,0.0027,0.2011,3.201
Ronald Murray,28.0,19.0,347.0,0.457,0.194,0.266,4.5,8.0,31.0,2.1,0.2,16.6,25.3,0.3,0.036,-2.0,9.0,-0.013,2.4,-5.8,2.0,-4.4,-0.01,-1.2,3.1,-0.0161,-0.0345,0.0236,0.009,0.065
Juan Dixon,29.0,17.0,244.0,0.544,0.337,0.071,2.9,10.8,23.1,0.0,0.0,15.8,23.2,0.3,0.068,-2.7,6.0,0.036,3.8,-0.4,1.8,5.6,-0.041,2.2,-8.8,0.0201,-0.0514,0.0262,0.0629,0.32
Nazr Mohammed,30.0,21.0,228.0,0.478,0.017,0.508,15.1,23.2,4.1,1.7,2.8,13.2,17.2,0.5,0.112,-2.1,6.0,-0.013,4.4,2.9,1.7,-3.5,-0.038,-0.3,-5.8,0.0057,-0.0676,0.0227,0.0728,0.346
Theo Ratliff,34.0,16.0,223.0,0.501,0.0,0.45,10.1,16.7,4.6,1.0,6.4,15.8,12.0,0.5,0.115,0.6,6.0,-0.02,-0.1,-2.1,1.4,-5.4,-0.004,-0.4,-1.8,-0.0036,-0.0538,0.0231,0.0807,0.375
Lindsey Hunter,37.0,24.0,215.0,0.427,0.406,0.141,2.2,5.0,23.3,3.3,0.7,16.1,17.7,0.2,0.048,-2.7,5.0,-0.008,3.0,0.8,2.1,-4.3,-0.027,-0.4,-2.0,-0.0022,-0.0797,0.0273,-0.0066,-0.03
Walter Herrmann,28.0,28.0,199.0,0.496,0.481,0.19,7.2,15.1,11.6,0.8,0.4,8.5,22.2,0.4,0.108,-1.6,5.0,-0.041,3.9,1.3,3.7,-8.0,-0.062,1.5,-6.8,0.0019,-0.0969,0.025,0.038,0.158
Primoz Brezec,28.0,17.0,98.0,0.705,0.0,1.077,8.5,14.7,6.2,1.1,1.6,20.7,11.6,0.3,0.148,0.0,2.0,-0.038,1.4,-5.2,5.8,-8.2,-0.024,2.9,0.5,-0.0042,-0.1201,0.0261,0.0498,0.102
Cheikh Samb,23.0,4.0,31.0,0.717,0.0,0.5,11.5,15.5,0.0,1.8,5.1,17.0,8.9,0.1,0.178,-1.2,1.0,0.07,5.7,-4.7,3.6,4.0,-0.021,-3.9,3.9,-9.0E-4,-0.1025,0.0273,0.1019,0.066
