Name,Age,G,MP,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48,BPM,%MP,OoTmEFG%,OoORB%,OoDRB%,OoTmTOV%,OoORtg,OoOpEFG%,OoOpTOV%,OoDRtg,OoAdj,MinAdj,RBAdj,AdjWS/48,AdjWS
Taurean Waller-Prince,23.0,82.0,2464.0,0.549,0.469,0.185,2.3,15.3,13.9,1.7,1.5,15.3,22.1,2.0,0.038,-0.7,63.0,0.022,-1.4,-1.3,0.8,1.2,0.021,0.2,4.3,-0.0566,0.0243,-0.007,-0.0013,-0.067
Dennis Schroder,24.0,67.0,2078.0,0.515,0.229,0.231,2.4,8.8,36.2,1.7,0.2,12.7,30.4,2.6,0.059,-0.7,53.0,0.012,0.1,-3.3,-0.4,3.2,0.029,2.3,4.6,-0.037,0.0246,0.0019,0.0485,2.1
Kent Bazemore,28.0,65.0,1789.0,0.547,0.405,0.297,1.6,13.9,20.1,2.7,2.2,17.0,22.5,2.2,0.059,0.4,45.0,0.017,0.1,-4.6,1.0,2.8,-0.004,2.5,-0.7,0.0475,0.0151,-0.0057,0.1159,4.32
John Collins,20.0,74.0,1785.0,0.62,0.086,0.341,11.0,22.8,8.9,1.3,3.8,14.3,17.9,5.4,0.145,1.7,45.0,-0.016,0.5,-2.6,0.5,-3.3,-0.013,1.4,-1.8,-0.0022,0.0067,-0.0291,0.1204,4.477
Dewayne Dedmon,28.0,62.0,1542.0,0.599,0.296,0.18,7.2,28.1,9.2,1.3,2.8,14.3,17.0,3.7,0.114,0.5,39.0,0.021,-3.4,2.4,1.2,0.2,-0.01,-0.5,-1.3,0.0272,0.0071,-0.0229,0.1254,4.028
Marco Belinelli,31.0,52.0,1210.0,0.554,0.509,0.225,1.2,7.9,13.5,1.9,0.2,9.2,21.2,1.9,0.075,-1.7,31.0,-0.023,3.3,-4.2,-0.2,-1.9,0.021,0.8,4.2,-0.0653,3.0E-4,0.0123,0.0223,0.562
Ersan Ilyasova,30.0,46.0,1175.0,0.569,0.424,0.224,7.0,16.8,6.8,1.8,1.2,8.9,18.0,2.6,0.106,0.0,30.0,0.011,2.3,-2.9,-0.6,4.6,0.007,2.1,1.0,0.0293,0.0058,-5.0E-4,0.1406,3.442
Isaiah Taylor,23.0,67.0,1167.0,0.492,0.205,0.362,2.1,6.9,27.0,1.4,0.7,15.7,20.1,0.6,0.027,-5.4,30.0,0.007,-0.2,3.1,0.3,1.1,-0.03,-2.0,-4.3,0.0768,-0.0174,0.017,0.1034,2.514
Mike Muscala,26.0,53.0,1060.0,0.597,0.535,0.199,5.9,18.3,7.3,1.4,2.2,11.0,15.7,2.4,0.11,0.2,27.0,-0.012,-1.7,2.7,-2.5,1.4,-0.02,-3.1,-0.7,0.0244,-0.0102,0.001,0.1252,2.765
Malcolm Delaney,28.0,54.0,1014.0,0.519,0.435,0.323,1.0,10.0,23.4,1.7,0.5,16.9,16.9,1.0,0.047,-3.6,26.0,-0.014,1.7,-2.0,-0.4,-1.1,-0.008,1.6,-2.4,0.0245,-0.0144,0.0121,0.0692,1.462
Tyler Dorsey,21.0,56.0,974.0,0.494,0.521,0.165,2.0,12.9,12.5,0.9,0.4,8.3,20.0,0.4,0.02,-4.2,25.0,-0.013,-0.7,5.6,-0.7,-1.7,0.001,-4.2,1.9,-0.0305,-0.0193,0.0151,-0.0147,-0.298
Miles Plumlee,29.0,55.0,918.0,0.574,0.0,0.333,9.4,18.3,7.2,0.9,2.8,23.4,12.8,0.9,0.046,-2.5,23.0,-0.004,1.8,3.8,2.4,-4.1,-0.005,-2.0,-2.7,0.0045,-0.0223,0.0052,0.0334,0.639
Luke Babbitt,28.0,37.0,570.0,0.636,0.661,0.131,1.0,14.9,7.0,0.6,0.8,7.8,14.8,1.1,0.094,-2.0,14.0,0.025,-1.7,0.1,-0.5,3.7,0.017,0.3,2.1,0.0071,-0.0317,0.0141,0.0835,0.992
Tyler Cavanaugh,23.0,39.0,518.0,0.567,0.586,0.138,9.7,17.7,7.8,0.8,0.7,8.0,14.8,1.2,0.109,-1.0,13.0,0.002,3.8,3.0,-1.9,2.8,0.03,1.1,0.5,0.0129,-0.0411,0.0142,0.095,1.025
DeAndre' Bembry,23.0,26.0,455.0,0.477,0.234,0.258,2.0,15.7,15.9,2.3,2.3,24.8,18.2,-0.4,-0.04,-4.4,12.0,-0.004,-0.2,-1.1,0.0,-2.5,0.003,2.2,-3.6,0.0135,-0.0268,0.0159,-0.0374,-0.355
Damion Lee,25.0,15.0,404.0,0.489,0.395,0.191,3.0,16.6,11.2,2.3,0.2,7.8,19.3,0.4,0.046,-2.1,10.0,-0.024,-2.3,4.6,-1.9,-3.2,-0.03,-2.7,-4.5,0.0117,-0.0032,0.019,0.0735,0.619
Josh Magette,28.0,18.0,216.0,0.464,0.478,0.174,1.0,8.8,36.4,1.8,0.4,15.4,11.8,0.4,0.092,-5.4,5.0,0.008,-5.1,5.0,-1.9,-0.1,-0.005,-1.8,-3.6,0.0108,-0.0552,0.0215,0.0691,0.311
Andrew White,24.0,15.0,209.0,0.461,0.671,0.055,2.1,16.0,4.3,0.7,0.4,9.7,17.3,-0.1,-0.034,-7.1,5.0,-0.052,-2.2,2.3,0.3,-11.2,0.003,-2.7,3.0,-0.0112,-0.0473,0.0207,-0.0718,-0.313
